customer_id,age,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,tech_support,online_security,paperless_billing,num_support_calls,satisfaction_score,churn
56818,18,2,One year,Fiber optic,Mailed check,84.44,168.87,No,Yes,Yes,1,2.1,Yes
56819,50,54,Month-to-month,DSL,Credit card,127.46,6887.08,No,No,No,2,2.1,No
56820,53,10,Month-to-month,DSL,Credit card,66.98,687.77,Yes,No,No,2,3.6,Yes
56821,66,15,One year,No,Credit card,138.04,2027.36,No,No,No,0,2.8,No
56822,48,46,Month-to-month,Fiber optic,Mailed check,91.1,4149.47,Yes,Yes,No,2,3.8,No
56823,54,38,Month-to-month,Fiber optic,Electronic check,57.23,2120.66,Yes,No,No,0,3.8,Yes
56824,31,51,One year,Fiber optic,Credit card,50.3,2571.66,No,No,Yes,2,1.7,Yes
56825,23,0,Month-to-month,DSL,Credit card,22.21,12.99,No,Yes,Yes,4,3.3,Yes
56826,24,31,Month-to-month,No,Mailed check,137.55,4305.27,Yes,No,Yes,1,2.2,No
56827,57,71,Month-to-month,Fiber optic,Mailed check,87.79,6190.85,Yes,Yes,Yes,0,1.2,No
56828,41,18,Two year,DSL,Mailed check,45.63,822.29,No,Yes,Yes,3,2.6,No
56829,67,58,Month-to-month,DSL,Credit card,34.8,1913.7,No,No,Yes,0,3.3,No
56830,21,40,Month-to-month,Fiber optic,Bank transfer,16.04,575.19,Yes,No,Yes,0,3.0,No
56831,72,10,One year,DSL,Credit card,79.84,760.04,No,No,Yes,1,4.8,No
56832,74,70,Month-to-month,Fiber optic,Mailed check,56.21,3980.11,No,No,Yes,0,4.3,Yes
56833,42,69,Month-to-month,DSL,Credit card,58.64,4064.12,No,Yes,No,1,2.1,Yes
56834,20,24,Month-to-month,DSL,Mailed check,25.57,647.73,Yes,No,Yes,1,2.4,No
56835,45,32,One year,Fiber optic,Electronic check,146.24,4662.64,Yes,Yes,Yes,2,3.3,No
56836,40,15,One year,Fiber optic,Credit card,102.93,1462.27,No,No,Yes,0,3.5,Yes
56837,53,35,Two year,DSL,Bank transfer,64.52,2209.22,Yes,No,Yes,3,1.0,No
56838,74,16,Two year,DSL,Mailed check,62.06,1103.98,Yes,No,Yes,3,3.1,No
56839,72,44,One year,Fiber optic,Mailed check,75.49,3367.61,No,Yes,Yes,0,4.1,No
56840,65,25,Month-to-month,Fiber optic,Credit card,88.37,2056.77,Yes,Yes,No,3,4.6,No
56841,30,22,One year,Fiber optic,Mailed check,89.34,1967.59,No,No,Yes,2,3.7,No
56842,39,44,One year,Fiber optic,Credit card,84.94,3761.78,Yes,No,Yes,1,2.9,No
56843,42,46,One year,DSL,Electronic check,115.03,5340.74,Yes,No,No,0,2.2,No
56844,72,55,Month-to-month,Fiber optic,Bank transfer,81.27,4452.18,No,No,Yes,0,2.4,No
56845,60,10,Month-to-month,Fiber optic,Electronic check,135.9,1411.82,No,No,Yes,1,2.9,No
56846,41,29,Month-to-month,Fiber optic,Mailed check,24.38,730.75,No,Yes,No,1,2.6,No
56847,60,24,Month-to-month,DSL,Electronic check,96.39,2357.49,No,No,Yes,2,2.8,No
56848,54,20,Two year,Fiber optic,Credit card,115.03,2277.76,No,No,Yes,3,2.3,No
56849,69,1,Month-to-month,No,Credit card,25.13,0.0,No,No,No,0,3.2,No
56850,50,66,Month-to-month,DSL,Bank transfer,67.8,4465.33,No,No,Yes,1,4.6,No
56851,31,4,Two year,Fiber optic,Bank transfer,105.09,396.0,No,No,No,2,5.0,No
56852,41,44,Month-to-month,DSL,Bank transfer,122.99,5406.89,Yes,No,Yes,3,4.8,No
56853,39,65,Month-to-month,Fiber optic,Electronic check,132.58,8609.69,Yes,No,Yes,2,3.9,No
56854,69,63,Month-to-month,Fiber optic,Bank transfer,57.5,3593.0,No,Yes,Yes,2,2.5,No
56855,68,22,Month-to-month,Fiber optic,Credit card,90.07,1941.98,No,No,No,1,2.9,Yes
56856,54,17,Two year,DSL,Bank transfer,19.75,350.65,Yes,No,Yes,2,3.4,Yes
56857,69,57,Two year,Fiber optic,Electronic check,50.61,2966.11,No,No,No,1,5.0,No
56858,40,59,Month-to-month,DSL,Mailed check,66.85,3962.78,No,No,No,2,4.4,Yes
56859,23,14,Two year,Fiber optic,Mailed check,54.72,796.81,No,No,Yes,0,4.1,No
56860,36,68,Two year,Fiber optic,Electronic check,123.56,8403.44,Yes,Yes,No,0,3.6,No
56861,29,66,Month-to-month,Fiber optic,Mailed check,118.1,7792.67,Yes,No,No,1,1.4,No
56862,43,7,Month-to-month,DSL,Credit card,25.69,187.04,Yes,Yes,No,2,3.9,No
56863,46,37,Month-to-month,DSL,Credit card,55.52,2099.04,No,Yes,Yes,1,1.0,Yes
56864,31,25,Month-to-month,DSL,Credit card,114.52,2810.84,No,No,Yes,4,3.6,No
56865,34,63,Month-to-month,Fiber optic,Electronic check,30.86,1967.89,Yes,No,No,3,3.7,No
56866,47,63,Month-to-month,Fiber optic,Bank transfer,41.63,2587.48,Yes,No,Yes,1,1.1,No
56867,24,0,Two year,Fiber optic,Bank transfer,90.6,91.33,No,No,No,0,5.0,No
56868,38,41,Month-to-month,DSL,Bank transfer,80.79,3294.82,No,Yes,No,1,4.6,No
56869,18,10,Two year,Fiber optic,Credit card,47.31,418.76,No,No,Yes,3,3.8,Yes
56870,66,68,Month-to-month,DSL,Bank transfer,29.05,1968.62,No,No,Yes,1,4.6,No
56871,55,0,Two year,DSL,Mailed check,20.48,0.0,Yes,Yes,No,2,1.1,Yes
56872,21,64,One year,DSL,Mailed check,121.35,7665.25,Yes,No,Yes,1,4.4,Yes
56873,63,49,Two year,DSL,Credit card,60.86,3023.25,No,Yes,Yes,2,2.5,No
56874,25,68,Two year,DSL,Credit card,128.15,8767.88,No,No,Yes,1,3.7,No
56875,35,59,Month-to-month,Fiber optic,Bank transfer,79.61,4650.56,Yes,Yes,Yes,1,1.7,No
56876,69,36,Month-to-month,DSL,Mailed check,131.44,4717.8,No,Yes,Yes,2,3.7,Yes
56877,62,22,Month-to-month,Fiber optic,Mailed check,90.51,1980.22,Yes,No,Yes,0,5.0,No
56878,25,4,Two year,Fiber optic,Mailed check,128.83,463.8,Yes,Yes,Yes,1,3.5,No
56879,48,3,Month-to-month,DSL,Credit card,24.39,64.66,No,Yes,No,1,2.5,Yes
56880,48,16,One year,No,Credit card,86.57,1371.65,No,Yes,Yes,2,3.4,No
56881,45,29,Month-to-month,Fiber optic,Mailed check,91.54,2625.92,Yes,No,Yes,2,4.4,No
56882,73,53,Two year,Fiber optic,Bank transfer,139.28,7396.43,No,No,No,1,1.0,No
56883,65,22,Two year,Fiber optic,Credit card,116.83,2639.08,Yes,Yes,Yes,0,4.6,No
56884,54,23,Month-to-month,Fiber optic,Mailed check,114.66,2614.34,Yes,Yes,No,3,1.2,Yes
56885,20,16,One year,Fiber optic,Mailed check,22.49,363.37,Yes,No,Yes,2,1.8,Yes
56886,62,58,One year,Fiber optic,Electronic check,111.3,6430.12,No,Yes,Yes,2,1.0,Yes
56887,32,51,One year,Fiber optic,Mailed check,43.15,2266.62,Yes,No,No,1,4.5,No
56888,21,45,Month-to-month,DSL,Electronic check,142.12,6303.34,No,No,Yes,3,3.9,Yes
56889,52,58,Two year,Fiber optic,Mailed check,100.03,5778.89,No,No,No,2,3.2,No
56890,51,18,One year,Fiber optic,Electronic check,149.72,2716.21,No,No,No,1,3.5,No
56891,53,68,Two year,DSL,Electronic check,133.95,9105.25,No,No,No,1,5.0,No
56892,74,16,One year,DSL,Mailed check,126.28,2084.46,No,No,Yes,2,4.8,Yes
56893,23,5,One year,Fiber optic,Bank transfer,145.57,824.15,Yes,No,Yes,1,3.1,Yes
56894,21,24,Month-to-month,Fiber optic,Credit card,64.36,1566.91,No,No,Yes,1,4.0,No
56895,66,46,Month-to-month,DSL,Electronic check,125.89,5841.79,No,No,Yes,2,2.5,No
56896,47,16,Month-to-month,No,Mailed check,33.35,608.87,No,No,No,1,3.0,Yes
56897,56,32,Two year,DSL,Electronic check,123.21,3947.88,Yes,Yes,Yes,2,3.0,No
56898,35,10,Month-to-month,DSL,Electronic check,110.99,1178.71,No,No,No,1,4.2,No
56899,39,32,Month-to-month,DSL,Credit card,17.58,524.87,No,Yes,Yes,1,2.8,No
56900,27,27,Month-to-month,DSL,Bank transfer,27.63,703.53,Yes,Yes,Yes,1,2.7,No
56901,66,40,Month-to-month,No,Electronic check,45.3,1779.17,Yes,No,Yes,1,4.3,No
56902,46,58,One year,Fiber optic,Mailed check,92.32,5335.79,Yes,No,Yes,0,3.7,No
56903,40,4,One year,DSL,Bank transfer,24.52,107.11,No,Yes,Yes,1,3.4,No
56904,21,29,Month-to-month,No,Mailed check,149.33,4296.76,Yes,Yes,Yes,4,3.4,No
56905,36,45,Two year,DSL,Mailed check,119.89,5368.0,No,Yes,No,1,5.0,No
56906,43,55,Month-to-month,No,Mailed check,94.35,5225.61,Yes,No,No,0,3.9,Yes
56907,24,2,Month-to-month,DSL,Credit card,74.62,108.89,No,No,Yes,1,3.0,Yes
56908,30,11,Month-to-month,DSL,Bank transfer,78.57,794.97,No,Yes,Yes,2,2.5,No
56909,20,6,One year,Fiber optic,Electronic check,49.86,348.9,Yes,Yes,Yes,1,2.6,Yes
56910,57,25,One year,No,Mailed check,89.86,2218.81,Yes,Yes,No,0,2.6,No
56911,28,43,Month-to-month,Fiber optic,Mailed check,97.5,4189.9,Yes,No,Yes,0,3.1,No
56912,33,55,One year,Fiber optic,Bank transfer,149.48,8240.05,Yes,No,No,4,4.4,Yes
56913,37,54,Month-to-month,No,Credit card,54.21,2923.12,Yes,Yes,Yes,0,3.4,Yes
56914,68,12,Month-to-month,DSL,Mailed check,81.19,1058.74,Yes,No,Yes,3,1.9,Yes
56915,40,24,One year,Fiber optic,Bank transfer,129.87,3123.63,No,No,Yes,1,1.8,Yes
56916,40,15,One year,DSL,Mailed check,120.47,1750.89,Yes,No,No,3,3.5,Yes
56917,49,40,Month-to-month,No,Credit card,27.8,1212.62,No,No,Yes,2,4.6,No
56918,58,3,Month-to-month,DSL,Electronic check,35.42,131.82,Yes,No,Yes,1,2.5,No
56919,59,39,Month-to-month,Fiber optic,Credit card,32.38,1266.04,No,No,Yes,0,2.6,No
56920,72,50,Month-to-month,Fiber optic,Bank transfer,53.42,2759.34,Yes,Yes,Yes,1,5.0,No
56921,55,54,Two year,No,Bank transfer,63.44,3480.48,No,Yes,No,3,2.8,No
56922,20,32,Month-to-month,Fiber optic,Credit card,40.58,1313.6,No,Yes,No,2,2.0,No
56923,69,38,Two year,Fiber optic,Mailed check,82.81,3185.07,Yes,No,No,2,2.6,Yes
56924,25,23,Two year,DSL,Mailed check,40.64,889.67,Yes,Yes,No,0,2.6,No
56925,55,62,Month-to-month,DSL,Credit card,82.75,5211.49,No,No,No,0,2.6,No
56926,74,59,One year,No,Bank transfer,60.37,3533.03,Yes,No,Yes,3,2.2,No
56927,57,51,Month-to-month,DSL,Electronic check,98.45,5031.12,Yes,No,Yes,1,3.3,No
56928,31,48,Month-to-month,Fiber optic,Bank transfer,80.0,3781.77,No,No,No,3,1.3,No
56929,25,65,One year,Fiber optic,Electronic check,122.36,7911.06,No,No,Yes,1,3.6,Yes
56930,28,40,One year,Fiber optic,Credit card,56.02,2203.24,Yes,No,Yes,4,4.7,No
56931,59,14,Month-to-month,DSL,Electronic check,53.51,708.92,Yes,No,Yes,3,3.9,No
56932,72,56,Month-to-month,No,Credit card,119.25,6697.86,Yes,Yes,No,1,3.7,Yes
56933,59,48,Month-to-month,No,Electronic check,35.36,1736.68,No,No,Yes,5,4.9,No
56934,60,58,Month-to-month,Fiber optic,Bank transfer,115.26,6755.98,Yes,Yes,No,2,1.0,Yes
56935,50,5,Month-to-month,Fiber optic,Bank transfer,141.67,775.25,No,No,Yes,1,1.4,No
56936,32,63,One year,DSL,Credit card,26.12,1640.26,No,Yes,Yes,2,4.2,Yes
56937,54,22,Two year,DSL,Credit card,117.24,2603.33,No,No,No,0,1.7,No
56938,31,41,Month-to-month,No,Electronic check,87.15,3545.21,No,Yes,No,0,3.9,Yes
56939,72,68,One year,No,Credit card,39.05,2625.53,No,Yes,No,1,3.8,No
56940,43,39,Month-to-month,No,Mailed check,99.45,3856.72,Yes,No,No,1,3.4,No
56941,74,30,Month-to-month,Fiber optic,Credit card,42.5,1244.76,No,Yes,Yes,1,3.6,No
56942,69,13,One year,Fiber optic,Credit card,113.45,1387.27,Yes,No,Yes,0,1.4,Yes
56943,25,69,One year,No,Electronic check,119.61,8283.57,No,No,Yes,1,3.8,No
56944,66,44,Month-to-month,DSL,Credit card,65.93,2937.59,No,Yes,No,3,3.3,No
56945,21,11,Month-to-month,DSL,Bank transfer,103.23,1170.0,No,Yes,Yes,2,2.5,Yes
56946,53,38,One year,No,Credit card,112.09,4221.65,No,No,No,3,1.8,Yes
56947,35,21,One year,DSL,Bank transfer,89.89,1930.9,No,No,Yes,0,1.1,No
56948,44,34,Month-to-month,DSL,Credit card,105.18,3498.33,Yes,No,No,1,4.8,No
56949,36,12,Month-to-month,No,Mailed check,147.66,1729.25,No,No,No,1,2.5,No
56950,20,39,Month-to-month,No,Bank transfer,89.53,3502.84,Yes,No,Yes,2,2.9,No
56951,26,20,Two year,DSL,Mailed check,106.49,2207.37,No,No,Yes,0,3.9,No
56952,56,57,Month-to-month,Fiber optic,Credit card,141.07,8007.46,Yes,No,Yes,0,1.0,Yes
56953,19,66,Month-to-month,DSL,Credit card,128.27,8488.45,No,No,Yes,1,2.9,No
56954,26,71,Two year,DSL,Electronic check,67.9,4849.69,No,Yes,No,3,1.1,No
56955,73,13,Month-to-month,DSL,Mailed check,116.72,1516.94,No,No,Yes,2,3.1,No
56956,23,62,One year,Fiber optic,Credit card,86.12,5380.13,No,No,Yes,2,5.0,No
56957,55,9,Month-to-month,No,Mailed check,40.65,262.91,Yes,No,Yes,1,2.2,No
56958,45,71,Month-to-month,Fiber optic,Credit card,53.91,3730.4,No,No,Yes,1,1.7,Yes
56959,65,55,Two year,DSL,Electronic check,21.39,1289.38,No,No,Yes,1,2.9,No
56960,51,3,Two year,No,Bank transfer,61.31,212.05,No,No,Yes,3,3.4,No
56961,46,54,Month-to-month,No,Mailed check,124.83,6746.36,Yes,No,Yes,5,3.2,Yes
56962,65,8,Two year,No,Electronic check,137.92,1134.23,No,No,Yes,4,3.4,Yes
56963,20,60,Month-to-month,DSL,Credit card,131.89,7845.24,Yes,Yes,Yes,2,2.8,No
56964,71,64,Month-to-month,Fiber optic,Electronic check,22.75,1373.23,No,No,Yes,1,2.4,No
56965,33,60,Month-to-month,Fiber optic,Electronic check,111.28,6738.65,Yes,No,Yes,5,2.1,Yes
56966,61,55,Month-to-month,DSL,Mailed check,49.13,2696.62,No,Yes,No,3,2.4,Yes
56967,52,52,One year,DSL,Credit card,79.39,4117.85,No,Yes,Yes,1,3.6,No
56968,28,43,Two year,Fiber optic,Electronic check,111.83,4820.43,Yes,No,Yes,2,1.3,No
56969,60,55,One year,DSL,Mailed check,31.24,1689.82,Yes,No,No,1,2.7,No
56970,40,38,One year,DSL,Electronic check,72.9,2725.43,Yes,Yes,No,2,3.4,Yes
56971,47,22,Two year,DSL,Credit card,95.58,2027.49,Yes,No,Yes,2,4.1,No
56972,65,20,Month-to-month,Fiber optic,Credit card,115.42,2322.73,Yes,Yes,Yes,1,2.2,Yes
56973,22,12,One year,Fiber optic,Mailed check,82.69,938.29,Yes,No,No,2,4.4,No
56974,69,58,Month-to-month,No,Electronic check,74.72,4424.7,Yes,No,Yes,0,3.0,No
56975,25,25,Two year,DSL,Credit card,31.15,769.18,No,No,Yes,0,2.5,No
56976,60,46,Month-to-month,No,Electronic check,96.82,4515.93,No,Yes,Yes,1,3.5,No
56977,60,3,One year,DSL,Credit card,20.78,36.1,No,No,No,2,3.4,Yes
56978,67,70,One year,Fiber optic,Electronic check,28.27,1980.11,Yes,No,Yes,0,5.0,No
56979,68,69,Two year,Fiber optic,Mailed check,80.61,5545.18,Yes,No,Yes,2,3.4,No
56980,27,69,Two year,Fiber optic,Bank transfer,143.34,9745.64,No,No,Yes,1,1.2,No
56981,45,42,Two year,Fiber optic,Credit card,24.72,996.98,No,No,Yes,3,4.0,No
56982,53,38,Two year,No,Bank transfer,98.24,3654.3,No,No,No,2,2.7,No
56983,27,30,Month-to-month,No,Mailed check,27.64,888.89,Yes,No,Yes,0,1.4,No
56984,31,1,One year,DSL,Bank transfer,139.76,150.77,Yes,No,Yes,2,4.4,No
56985,55,6,Month-to-month,Fiber optic,Credit card,119.11,728.39,No,Yes,No,0,2.6,No
56986,54,0,Month-to-month,DSL,Electronic check,88.69,0.0,No,Yes,Yes,1,1.0,No
56987,64,6,Month-to-month,Fiber optic,Bank transfer,130.0,806.32,Yes,No,No,0,3.7,No
56988,22,8,Month-to-month,Fiber optic,Electronic check,90.08,735.84,No,Yes,Yes,3,4.4,Yes
56989,72,47,Two year,DSL,Bank transfer,140.27,6662.05,No,Yes,No,4,3.0,No
56990,73,54,One year,DSL,Credit card,27.56,1507.13,Yes,Yes,No,0,2.7,Yes
56991,23,59,Month-to-month,Fiber optic,Electronic check,85.26,5037.97,Yes,Yes,Yes,4,4.5,No
56992,47,69,Month-to-month,Fiber optic,Electronic check,47.76,3317.07,No,No,No,3,2.5,No
56993,36,57,Month-to-month,No,Bank transfer,117.68,6594.57,No,No,No,0,3.7,No
56994,69,48,Month-to-month,DSL,Credit card,86.18,4257.44,No,No,Yes,4,2.6,Yes
56995,66,29,Month-to-month,Fiber optic,Mailed check,36.5,1078.27,No,No,No,2,1.7,No
56996,31,21,Month-to-month,DSL,Mailed check,102.5,2113.1,No,No,No,2,3.4,No
56997,28,3,Two year,Fiber optic,Mailed check,78.01,158.34,No,No,No,2,2.5,No
56998,63,65,Month-to-month,No,Electronic check,129.0,8371.68,No,No,No,1,4.3,No
56999,22,29,Month-to-month,No,Mailed check,32.39,991.38,Yes,No,Yes,1,4.6,Yes
57000,62,23,Month-to-month,DSL,Mailed check,120.32,2898.06,No,Yes,Yes,1,4.2,No
57001,48,24,Month-to-month,No,Electronic check,139.47,3401.82,No,No,No,0,3.4,No
57002,61,64,Two year,No,Bank transfer,70.36,4549.04,Yes,Yes,No,0,2.5,Yes
57003,49,15,One year,DSL,Mailed check,121.24,1848.85,Yes,No,Yes,2,3.6,Yes
57004,41,54,Month-to-month,Fiber optic,Electronic check,26.21,1333.41,Yes,No,Yes,0,3.5,No
57005,68,26,Two year,Fiber optic,Mailed check,146.37,3822.79,No,No,No,2,2.4,No
57006,27,67,Two year,Fiber optic,Electronic check,23.54,1584.43,No,Yes,No,2,3.2,No
57007,30,59,Month-to-month,No,Bank transfer,111.55,6650.33,No,No,Yes,2,3.8,No
57008,64,57,Month-to-month,Fiber optic,Electronic check,134.56,7617.84,Yes,No,No,1,2.9,No
57009,69,56,Month-to-month,Fiber optic,Electronic check,72.04,3985.22,Yes,Yes,No,2,1.9,Yes
57010,30,47,Month-to-month,Fiber optic,Mailed check,35.01,1644.24,No,Yes,No,3,3.7,Yes
57011,53,40,One year,Fiber optic,Bank transfer,77.54,3091.18,Yes,No,No,0,4.7,No
57012,39,67,One year,DSL,Mailed check,139.96,9449.13,No,No,Yes,4,2.6,Yes
57013,26,33,Two year,Fiber optic,Electronic check,93.76,3126.84,No,No,No,1,5.0,Yes
57014,36,33,Month-to-month,DSL,Mailed check,50.31,1700.22,Yes,No,Yes,2,2.0,No
57015,69,1,Two year,Fiber optic,Electronic check,34.37,76.0,Yes,No,No,1,1.9,No
57016,71,0,One year,Fiber optic,Electronic check,18.32,0.0,No,Yes,No,3,4.1,Yes
57017,71,36,Month-to-month,Fiber optic,Mailed check,88.46,3159.39,No,No,Yes,6,3.1,No
57018,24,58,Month-to-month,No,Credit card,133.93,7809.95,Yes,No,Yes,2,3.6,No
57019,32,42,Month-to-month,Fiber optic,Mailed check,144.9,6075.3,No,Yes,Yes,1,4.3,No
57020,34,58,Month-to-month,No,Bank transfer,26.14,1486.12,No,Yes,No,1,3.5,No
57021,63,64,Month-to-month,No,Bank transfer,37.8,2556.47,Yes,No,No,0,2.0,No
57022,31,12,One year,DSL,Credit card,19.52,239.17,No,No,No,0,4.3,No
57023,58,0,Month-to-month,DSL,Electronic check,121.43,2.9,No,No,No,1,4.8,No
57024,65,44,One year,No,Bank transfer,62.22,2772.32,No,No,Yes,2,3.2,No
57025,19,13,One year,DSL,Credit card,57.56,833.96,No,Yes,No,2,2.9,No
57026,31,39,One year,DSL,Bank transfer,71.12,2760.55,Yes,No,Yes,0,3.9,No
57027,21,21,Month-to-month,Fiber optic,Mailed check,57.42,1141.92,Yes,No,Yes,1,2.8,No
57028,20,45,Month-to-month,DSL,Electronic check,110.13,4894.62,Yes,Yes,Yes,1,4.2,No
57029,20,46,Month-to-month,DSL,Credit card,82.92,3878.21,No,No,No,1,3.3,No
57030,28,58,Month-to-month,DSL,Mailed check,99.31,5820.63,No,No,Yes,0,2.5,No
57031,22,11,Two year,Fiber optic,Bank transfer,65.99,732.4,No,Yes,Yes,0,4.4,No
57032,65,56,Month-to-month,No,Credit card,51.82,2937.44,No,Yes,Yes,3,1.0,No
57033,72,64,Month-to-month,Fiber optic,Mailed check,19.39,1250.03,No,No,Yes,0,4.8,No
57034,46,17,Month-to-month,No,Mailed check,49.18,850.44,No,Yes,Yes,2,1.6,Yes
57035,45,67,Two year,Fiber optic,Electronic check,32.64,2141.82,Yes,No,No,0,5.0,No
57036,40,69,Month-to-month,DSL,Bank transfer,76.58,5235.64,Yes,No,No,1,4.2,Yes
57037,47,57,One year,Fiber optic,Electronic check,81.72,4684.37,No,No,No,3,4.5,Yes
57038,40,50,One year,DSL,Mailed check,19.35,967.58,No,No,Yes,3,3.0,No
57039,68,61,Month-to-month,DSL,Mailed check,141.46,8618.36,Yes,No,Yes,3,4.4,No
57040,58,61,Month-to-month,Fiber optic,Credit card,129.38,7790.8,Yes,No,Yes,0,4.4,No
57041,39,34,Month-to-month,Fiber optic,Electronic check,99.04,3384.78,No,No,Yes,1,4.0,No
57042,60,26,Month-to-month,Fiber optic,Mailed check,138.23,3646.87,Yes,No,Yes,0,3.6,No
57043,29,55,Month-to-month,Fiber optic,Mailed check,114.29,6233.27,Yes,No,Yes,3,4.5,No
57044,44,28,Month-to-month,No,Mailed check,27.37,799.08,Yes,No,Yes,3,1.8,No
57045,57,42,One year,Fiber optic,Credit card,40.94,1677.15,No,No,Yes,2,5.0,Yes
57046,63,16,Two year,DSL,Bank transfer,37.67,562.4,No,Yes,No,2,4.0,No
57047,66,36,One year,DSL,Credit card,23.88,742.37,No,Yes,No,0,2.9,No
57048,69,39,Month-to-month,Fiber optic,Mailed check,29.65,1044.68,No,No,No,1,2.9,No
57049,32,56,Two year,Fiber optic,Bank transfer,134.04,7422.54,No,No,Yes,2,5.0,No
57050,64,5,Two year,Fiber optic,Mailed check,111.53,553.58,No,No,Yes,3,4.1,Yes
57051,40,58,Two year,Fiber optic,Credit card,146.78,8522.28,No,Yes,No,2,3.8,No
57052,61,58,One year,DSL,Bank transfer,97.03,5689.85,No,Yes,Yes,0,1.0,No
57053,58,70,One year,Fiber optic,Electronic check,58.68,4106.99,No,No,No,0,2.0,No
57054,61,42,One year,DSL,Mailed check,57.96,2329.76,No,Yes,Yes,0,2.6,No
57055,36,14,One year,No,Electronic check,107.99,1499.56,Yes,No,No,2,3.7,No
57056,61,14,Month-to-month,DSL,Credit card,35.95,468.31,No,No,No,2,1.8,No
57057,28,9,Month-to-month,DSL,Credit card,60.54,569.91,No,Yes,Yes,2,3.4,No
57058,55,67,Month-to-month,DSL,Electronic check,101.74,6748.88,Yes,No,No,2,4.7,Yes
57059,57,32,Two year,DSL,Electronic check,143.11,4562.32,Yes,No,Yes,2,4.1,No
57060,60,8,Month-to-month,DSL,Bank transfer,107.58,835.75,No,No,Yes,2,1.7,Yes
57061,20,26,One year,Fiber optic,Mailed check,74.88,1876.07,No,Yes,No,2,1.7,No
57062,33,61,Month-to-month,Fiber optic,Bank transfer,41.37,2508.14,Yes,No,Yes,1,3.4,Yes
57063,49,10,Month-to-month,Fiber optic,Mailed check,147.43,1467.43,No,No,Yes,0,2.1,No
57064,55,14,Month-to-month,Fiber optic,Bank transfer,58.14,954.0,No,No,Yes,3,3.7,No
57065,26,70,Month-to-month,Fiber optic,Bank transfer,90.53,6302.7,Yes,No,Yes,0,3.7,No
57066,58,7,One year,DSL,Credit card,63.07,529.92,No,Yes,No,1,2.9,No
57067,55,68,One year,Fiber optic,Bank transfer,36.34,2366.98,No,No,Yes,0,3.2,No
57068,22,65,One year,DSL,Electronic check,103.54,6642.68,Yes,No,Yes,3,3.1,No
57069,18,1,One year,DSL,Mailed check,140.49,135.62,No,Yes,Yes,0,1.9,Yes
57070,52,16,Month-to-month,DSL,Electronic check,48.24,822.65,Yes,Yes,No,4,2.2,No
57071,52,8,Two year,Fiber optic,Credit card,79.61,641.77,Yes,No,No,0,3.9,No
57072,29,70,One year,No,Electronic check,122.11,8433.96,No,No,Yes,1,3.7,No
57073,53,3,One year,Fiber optic,Electronic check,28.57,93.66,No,No,Yes,3,5.0,Yes
57074,38,30,Month-to-month,Fiber optic,Credit card,117.84,3482.87,Yes,Yes,Yes,2,1.5,No
57075,65,2,Month-to-month,Fiber optic,Credit card,116.33,243.0,No,No,No,0,3.4,Yes
57076,60,40,Month-to-month,Fiber optic,Credit card,109.34,4356.35,Yes,No,Yes,1,3.1,No
57077,25,6,Month-to-month,Fiber optic,Electronic check,103.52,627.69,Yes,No,Yes,3,2.7,No
57078,44,65,One year,DSL,Mailed check,16.09,1061.51,No,No,No,0,4.4,Yes
57079,26,49,Month-to-month,DSL,Bank transfer,125.85,6148.22,Yes,No,Yes,2,3.1,No
57080,45,59,Month-to-month,DSL,Credit card,78.39,4622.02,No,No,No,1,4.8,No
57081,47,70,Month-to-month,DSL,Credit card,121.68,8484.34,Yes,Yes,Yes,1,3.2,No
57082,31,46,One year,Fiber optic,Electronic check,25.29,1183.91,Yes,No,Yes,1,5.0,No
57083,40,56,Month-to-month,DSL,Bank transfer,44.73,2517.68,No,Yes,Yes,3,2.2,No
57084,46,21,One year,DSL,Electronic check,85.32,1789.11,No,No,No,2,3.2,No
57085,43,21,Month-to-month,Fiber optic,Credit card,48.0,1070.49,Yes,No,No,1,4.6,No
57086,39,17,Month-to-month,DSL,Mailed check,82.07,1337.51,No,No,Yes,1,3.9,Yes
57087,32,61,Two year,Fiber optic,Credit card,68.09,4037.37,No,No,Yes,3,4.8,No
57088,68,11,Month-to-month,Fiber optic,Bank transfer,32.61,361.79,No,No,Yes,1,3.3,No
57089,26,28,Month-to-month,DSL,Bank transfer,23.05,543.97,No,Yes,No,0,4.1,No
57090,43,2,Month-to-month,No,Mailed check,70.81,222.43,No,No,No,0,2.2,No
57091,34,52,One year,Fiber optic,Bank transfer,61.64,3123.76,No,No,No,0,2.7,No
57092,26,25,Month-to-month,No,Mailed check,79.27,2032.56,No,Yes,Yes,1,3.9,No
57093,20,51,Two year,Fiber optic,Electronic check,56.81,2887.8,No,No,No,1,2.9,No
57094,74,40,Month-to-month,DSL,Credit card,105.21,4239.78,No,No,Yes,1,4.1,No
57095,33,12,Month-to-month,Fiber optic,Mailed check,132.31,1538.84,No,No,Yes,1,2.6,Yes
57096,30,39,Month-to-month,Fiber optic,Mailed check,105.67,4058.76,Yes,No,No,1,1.8,Yes
57097,43,50,Month-to-month,No,Credit card,141.27,7083.35,No,No,Yes,2,4.5,No
57098,34,1,One year,Fiber optic,Credit card,98.2,110.05,No,Yes,No,2,2.4,Yes
57099,49,35,Two year,Fiber optic,Credit card,29.86,900.11,No,No,No,2,3.3,No
